NCBI_GeneID_pig	NCBI_GeneID_human	Ensembl_GeneID_pig	Ensembl_GeneID_human	geneName_pig	geneName_human
100524967	4204	ENSSSCG00000034742	ENSG00000169057	MECP2	MECP2
		ENSSSCG00000047399			
100520175		ENSSSCG00000013176	ENSG00000288534		
100155958	6722	ENSSSCG00000001661	ENSG00000112658	SRF	SRF
100513398	375484	ENSSSCG00000014062	ENSG00000170085	SIMC1	SIMC1
100152107	23317	ENSSSCG00000011628	ENSG00000138246	DNAJC13	DNAJC13
100525508	114787	ENSSSCG00000014054	ENSG00000169258	GPRIN1	GPRIN1
100624603	9048	ENSSSCG00000034778	ENSG00000117407	ARTN	ARTN
		ENSSSCG00000049087			
		ENSSSCG00000037377			
		ENSSSCG00000048650			
100515596	347411	ENSSSCG00000012248	ENSG00000238205	MPC1L	MPC1L
396914	51084	ENSSSCG00000009268	ENSG00000165475	CRYL1	CRYL1
397443	3242	ENSSSCG00000009805	ENSG00000158104	HPD	HPD
397258	4751	ENSSSCG00000015604	ENSG00000117650	NEK2	NEK2
	54596	ENSSSCG00000044000	ENSG00000240563		L1TD1
		ENSSSCG00000034587			
	54596	ENSSSCG00000051320	ENSG00000240563		L1TD1
100623359	201229	ENSSSCG00000032450	ENSG00000232859	LYRM9	LYRM9
100511697	23624	ENSSSCG00000003083	ENSG00000142273	CBLC	CBLC
100626043	51164	ENSSSCG00000021427	ENSG00000132912	DCTN4	DCTN4
		ENSSSCG00000013889			
100153443	10243	ENSSSCG00000002285	ENSG00000171723	GPHN	GPHN
100511694	10526	ENSSSCG00000000534	ENSG00000133704	IPO8	IPO8
100622712	2557	ENSSSCG00000030515	ENSG00000109158	GABRA4	GABRA4
100157810	2444	ENSSSCG00000004434	ENSG00000111816	FRK	FRK
100520359	219541	ENSSSCG00000013177	ENSG00000156603	MED19	MED19
100511452	54758	ENSSSCG00000002652	ENSG00000104731	KLHDC4	KLHDC4
110260199	8629	ENSSSCG00000037975	ENSG00000234616	JRK	JRK
		ENSSSCG00000051708			
100737512	9743	ENSSSCG00000015238	ENSG00000134909	ARHGAP32	ARHGAP32
		ENSSSCG00000046105			
100737880	150368	ENSSSCG00000038492	ENSG00000177096	PHETA2	PHETA2
100522775	54539	ENSSSCG00000034487	ENSG00000147123	NDUFB11	NDUFB11
100522414	28316	ENSSSCG00000004903	ENSG00000101542	CDH20	CDH20
		ENSSSCG00000043585			
100154751	23113	ENSSSCG00000030196	ENSG00000112659	CUL9	CUL9
100286800	671	ENSSSCG00000026605	ENSG00000101425	BPI	BPI
100513798	64121	ENSSSCG00000003648	ENSG00000116954	RRAGC	RRAGC
		ENSSSCG00000030335			
		ENSSSCG00000044946			
100153167	5660	ENSSSCG00000010281	ENSG00000197746	PSAP	PSAP
100192443	25913	ENSSSCG00000016597	ENSG00000128513	POT1	POT1
100154567	348995	ENSSSCG00000004105	ENSG00000120253	NUP43	NUP43
	54596	ENSSSCG00000046403	ENSG00000240563		L1TD1
		ENSSSCG00000032870			
100515138	6281	ENSSSCG00000006612	ENSG00000197747	S100A10	S100A10
100523074	79697	ENSSSCG00000002344	ENSG00000170468	RIOX1	RIOX1
100511789	140890	ENSSSCG00000032726	ENSG00000153914	SREK1	SREK1
100512473	127262	ENSSSCG00000003359	ENSG00000158109	TPRG1L	TPRG1L
100511657	51701	ENSSSCG00000017756	ENSG00000087095	NLK	NLK
100520005	25921	ENSSSCG00000013178	ENSG00000156599	ZDHHC5	ZDHHC5
		ENSSSCG00000046900			
		ENSSSCG00000051093			
494564	5956	ENSSSCG00000029523	ENSG00000102076		OPN1LW
	54596	ENSSSCG00000045350	ENSG00000240563		L1TD1
503660	7779	ENSSSCG00000039472	ENSG00000170385	SLC30A1	SLC30A1
		ENSSSCG00000045741			
		ENSSSCG00000051279			
100525104	5966	ENSSSCG00000008388	ENSG00000162924	REL	REL
100626802	79139	ENSSSCG00000033690	ENSG00000136986	DERL1	DERL1
100525622	8241	ENSSSCG00000012271	ENSG00000182872	RBM10	RBM10
100524425	84321	ENSSSCG00000014061	ENSG00000051596	THOC3	THOC3
100048996	1534	ENSSSCG00000017297	ENSG00000008283	CYB561	CYB561
	138805	ENSSSCG00000050029	ENSG00000186881		OR13F1
100621799	91975	ENSSSCG00000021371	ENSG00000145908	ZNF300	ZNF300
100518649	3718	ENSSSCG00000013888	ENSG00000105639	JAK3	JAK3
100623822	2560	ENSSSCG00000035621	ENSG00000163288	GABRB1	GABRB1
		ENSSSCG00000043331			
100623377	25904	ENSSSCG00000032220	ENSG00000182973	CNOT10	CNOT10
100156192	221294	ENSSSCG00000004435	ENSG00000178425	NT5DC1	NT5DC1
110259556	283092	ENSSSCG00000039981	ENSG00000258817		OR4C13
		ENSSSCG00000045264			
100738241	4059	ENSSSCG00000020657	ENSG00000187244	BCAM	BCAM
100154900	138799	ENSSSCG00000047454	ENSG00000277556		OR13C5
100622515	1527	ENSSSCG00000029513	ENSG00000278057	TEX28	TEX28
110258263	26338	ENSSSCG00000014459	ENSG00000205030		OR5L2
100739303	343035	ENSSSCG00000035369	ENSG00000198570	RD3	RD3
100511625	4762	ENSSSCG00000014309	ENSG00000181965	NEUROG1	NEUROG1
100620290	55211	ENSSSCG00000044778	ENSG00000121570	DPPA4	DPPA4
		ENSSSCG00000046948			
100155066	64859	ENSSSCG00000016062	ENSG00000173559	NABP1	NABP1
100622268	284486	ENSSSCG00000006614	ENSG00000196407	THEM5	THEM5
100520541	10978	ENSSSCG00000031442	ENSG00000172409	CLP1	CLP1
110256064	27346	ENSSSCG00000033123	ENSG00000109084	TMEM97	TMEM97
		ENSSSCG00000042684			
397024	3640	ENSSSCG00000013887	ENSG00000248099	INSL3	INSL3
100514296	54933	ENSSSCG00000003651	ENSG00000158315	RHBDL2	RHBDL2
100157034	55964	ENSSSCG00000000040	ENSG00000100167	SEPTIN3	SEPTIN3
100622411	8277	ENSSSCG00000029443	ENSG00000007350	TKTL1	TKTL1
		ENSSSCG00000035714			
		ENSSSCG00000044886			
	54596	ENSSSCG00000048778	ENSG00000240563		L1TD1
		ENSSSCG00000032624			
100737907	56975	ENSSSCG00000020813	ENSG00000177706	FAM20C	FAM20C
	54596	ENSSSCG00000048133	ENSG00000240563		L1TD1
	23067	ENSSSCG00000051618	ENSG00000139718		SETD1B
	153339	ENSSSCG00000021631	ENSG00000174695		TMEM167A
		ENSSSCG00000036234			
100512788	49856	ENSSSCG00000003360	ENSG00000116213	WRAP73	WRAP73
100622477	6097	ENSSSCG00000026427	ENSG00000143365	RORC	RORC
		ENSSSCG00000036043			
	54596	ENSSSCG00000048807	ENSG00000240563		L1TD1
100518136	54951	ENSSSCG00000033373	ENSG00000169019	COMMD8	COMMD8
100518473	10331	ENSSSCG00000013886	ENSG00000179913	B3GNT3	B3GNT3
100620381	151871	ENSSSCG00000031524	ENSG00000163530	DPPA2	DPPA2
110259820	116033993	ENSSSCG00000050310	ENSG00000248767	FOXL3	FOXL3
	22800	ENSSSCG00000035397	ENSG00000133818		RRAS2
		ENSSSCG00000031644			
396616	7188	ENSSSCG00000021068	ENSG00000082512	TRAF5	TRAF5
100623555	90410	ENSSSCG00000023719	ENSG00000109083	IFT20	IFT20
100522411	139604	ENSSSCG00000037401	ENSG00000189023		MAGEB16
100144500	54509	ENSSSCG00000009807	ENSG00000139725	RHOF	RHOF
100520717	219539	ENSSSCG00000037892	ENSG00000166793	YPEL4	YPEL4
		ENSSSCG00000002653			
396619	6487	ENSSSCG00000034059	ENSG00000126091	ST3GAL3	ST3GAL3
448809	1300	ENSSSCG00000004436	ENSG00000123500	COL10A1	COL10A1
110259396	10814	ENSSSCG00000033682	ENSG00000145920	CPLX2	CPLX2
100517010	8436	ENSSSCG00000026618	ENSG00000168497	CAVIN2	CAVIN2
100152165	9113	ENSSSCG00000004106	ENSG00000131023	LATS1	LATS1
110257853	2010	ENSSSCG00000037777	ENSG00000102119		EMD
100519461	56656	ENSSSCG00000048280	ENSG00000278889	OR2S2	OR2S2
100523547	64895	ENSSSCG00000008389	ENSG00000115421	PAPOLG	PAPOLG
100514797		ENSSSCG00000046606	ENSG00000232535		OR5H8
		ENSSSCG00000012223			
110262297	64582	ENSSSCG00000032928	ENSG00000181619	GPR135	GPR135
		ENSSSCG00000043097			
100525282	79641	ENSSSCG00000007932	ENSG00000067836	ROGDI	ROGDI
100154081	25934	ENSSSCG00000005424	ENSG00000136783	NIPSNAP3A	NIPSNAP3A
		ENSSSCG00000049140			
100622649	339398	ENSSSCG00000026259	ENSG00000213171	LINGO4	LINGO4
		ENSSSCG00000047305			
		ENSSSCG00000051111			
100519764	5154	ENSSSCG00000007541	ENSG00000197461	PDGFA	PDGFA
100516284	8538	ENSSSCG00000036157	ENSG00000043039	BARX2	BARX2
100144621	79647	ENSSSCG00000003652	ENSG00000174574	AKIRIN1	AKIRIN1
100518283	7259	ENSSSCG00000004438	ENSG00000189241	TSPYL1	TSPYL1
100523220	2861	ENSSSCG00000016599	ENSG00000170775	GPR37	GPR37
397303	3929	ENSSSCG00000028758	ENSG00000129988	LBP	LBP
	401081	ENSSSCG00000032588	ENSG00000241224	C3orf85	C3orf85
397278	5366	ENSSSCG00000026454	ENSG00000141682	PMAIP1	PMAIP1
100152952	22882	ENSSSCG00000021586	ENSG00000178764	ZHX2	ZHX2
100519103	8100	ENSSSCG00000009270	ENSG00000032742	IFT88	IFT88
100144304	710	ENSSSCG00000013181	ENSG00000149131	SERPING1	SERPING1
100622748	11022	ENSSSCG00000027770	ENSG00000182134	TDRKH	TDRKH
102165390	7161	ENSSSCG00000025685	ENSG00000078900	TP73	TP73
		ENSSSCG00000036539			
100516634	222894	ENSSSCG00000015371	ENSG00000146618	FERD3L	FERD3L
100514689	375449	ENSSSCG00000016956	ENSG00000069020	MAST4	MAST4
100518101	11104	ENSSSCG00000004104	ENSG00000186625	KATNA1	KATNA1
100625720	3274	ENSSSCG00000029096	ENSG00000113749	HRH2	HRH2
654831	23671	ENSSSCG00000016064	ENSG00000144339	TMEFF2	TMEFF2
		ENSSSCG00000012169			
		ENSSSCG00000044022			
100737417	7126	ENSSSCG00000024626	ENSG00000109079	TNFAIP1	TNFAIP1
	403277	ENSSSCG00000049779	ENSG00000206536		OR5K3
100623040	55758	ENSSSCG00000028293	ENSG00000117625	RCOR3	RCOR3
100512105	23174	ENSSSCG00000002656	ENSG00000140948	ZCCHC14	ZCCHC14
100520087	57205	ENSSSCG00000008812	ENSG00000145246	ATP10D	ATP10D
100153698	84129	ENSSSCG00000011629	ENSG00000240303	ACAD11	ACAD11
100518178	23149	ENSSSCG00000013885	ENSG00000130475	FCHO1	FCHO1
		ENSSSCG00000044517			
100516991	120224	ENSSSCG00000015241	ENSG00000151715	TMEM45B	TMEM45B
100522128	5575	ENSSSCG00000007542	ENSG00000188191	PRKAR1B	PRKAR1B
100157902	10591	ENSSSCG00000026568	ENSG00000112667	DNPH1	DNPH1
	54596	ENSSSCG00000044581	ENSG00000240563		L1TD1
100525439	7317	ENSSSCG00000012270	ENSG00000130985	UBA1	UBA1
100620480	27136	ENSSSCG00000011937	ENSG00000114487	MORC1	MORC1
102157824	116254	ENSSSCG00000030067	ENSG00000055211	GINM1	GINM1
100624981	124404	ENSSSCG00000007933	ENSG00000140623	SEPTIN12	SEPTIN12
		ENSSSCG00000042130			
397192		ENSSSCG00000027801	ENSG00000273171	VTN	
100625171		ENSSSCG00000004441	ENSG00000285446		
		ENSSSCG00000048765			
100037292	51554	ENSSSCG00000011630	ENSG00000129048	ACKR4	ACKR4
	54596	ENSSSCG00000049564	ENSG00000240563		L1TD1
100514655	4725	ENSSSCG00000003653	ENSG00000168653	NDUFS5	NDUFS5
		ENSSSCG00000040992			
100625026	85313	ENSSSCG00000028867	ENSG00000131013	PPIL4	PPIL4
		ENSSSCG00000034538			
397074	6677	ENSSSCG00000016601	ENSG00000106304	SPAM1	SPAM1
733585	2316	ENSSSCG00000033299	ENSG00000196924	FLNA	FLNA
397120	3037	ENSSSCG00000005992	ENSG00000170961	SHAS2	HAS2
100359361	8091	ENSSSCG00000005101	ENSG00000149948		HMGA2
100462754	643246	ENSSSCG00000002655	ENSG00000258102	MAP1LC3B	MAP1LC3B2
100525612	144404	ENSSSCG00000009808	ENSG00000188735	TMEM120B	TMEM120B
		ENSSSCG00000042626			
100624755	4798	ENSSSCG00000015242	ENSG00000170322	NFRKB	NFRKB
100523730	53335	ENSSSCG00000008392	ENSG00000119866	BCL11A	BCL11A
100521238	5127	ENSSSCG00000012269	ENSG00000102225	CDK16	CDK16
100515233	26115	ENSSSCG00000017298	ENSG00000170921	TANC2	TANC2
100521223	79876	ENSSSCG00000011631	ENSG00000081307	UBA5	UBA5
100524837	23553	ENSSSCG00000016603	ENSG00000106302	HYAL4	HYAL4
100156984	340152	ENSSSCG00000004109	ENSG00000178199	ZC3H12D	ZC3H12D
100049699	94081	ENSSSCG00000014063	ENSG00000164466	SFXN1	SFXN1
100144448	51686	ENSSSCG00000027091	ENSG00000143450	OAZ3	OAZ3
110261386	148870	ENSSSCG00000039233	ENSG00000162592	CCDC27	CCDC27
		ENSSSCG00000050779			
100155509	84630	ENSSSCG00000001664	ENSG00000146216	TTBK1	TTBK1
		ENSSSCG00000043725			
100620198	50852	ENSSSCG00000023842	ENSG00000163519	TRAT1	TRAT1
100626682	24147	ENSSSCG00000025588	ENSG00000179431	FJX1	FJX1
		ENSSSCG00000016602			
100158159	283385	ENSSSCG00000009809	ENSG00000139714	MORN3	MORN3
110257100	57181	ENSSSCG00000031954	ENSG00000196950	SLC39A10	SLC39A10
100520228	388588	ENSSSCG00000036305	ENSG00000235169	SMIM1	SMIM1
100152251	161142	ENSSSCG00000002286	ENSG00000172717	FAM71D	FAM71D
100158219	441168	ENSSSCG00000036064	ENSG00000188820	CALHM6	CALHM6
102159212		ENSSSCG00000040650	ENSG00000284299		
100623572	131405	ENSSSCG00000036996	ENSG00000206557	TRIM71	TRIM71
100624753	57470	ENSSSCG00000039516	ENSG00000130764	LRRC47	LRRC47
100154923	84876	ENSSSCG00000034510	ENSG00000276045	ORAI1	ORAI1
		ENSSSCG00000049734			
	30816	ENSSSCG00000041731	ENSG00000242950		ERVW-1
106508932	100128327	ENSSSCG00000040660	ENSG00000173626	TRAPPC3L	TRAPPC3L
100511250	124401	ENSSSCG00000007939	ENSG00000168096	ANKS3	ANKS3
100152112	19	ENSSSCG00000005423	ENSG00000165029	ABCA1	ABCA1
100738902	53342	ENSSSCG00000025308	ENSG00000172458	IL17D	IL17D
		ENSSSCG00000004261			
100623410	1233	ENSSSCG00000034660	ENSG00000183813	CCR4	CCR4
		ENSSSCG00000050207			
100525017	8976	ENSSSCG00000016604	ENSG00000106299	WASL	WASL
100514753	9246	ENSSSCG00000023379	ENSG00000156587	UBE2L6	UBE2L6
100037943	84666	ENSSSCG00000011939	ENSG00000163515	RETNLB	RETNLB
100737767	54919	ENSSSCG00000007543	ENSG00000164818	DNAAF5	DNAAF5
106509345	219968	ENSSSCG00000013157	ENSG00000198283	OR5B21	OR5B21
100624252	26073	ENSSSCG00000028920	ENSG00000004142	POLDIP2	POLDIP2
		ENSSSCG00000034221			
100738794	254228	ENSSSCG00000031898	ENSG00000178033	CALHM5	CALHM5
100738048	10699	ENSSSCG00000008813	ENSG00000145244	CORIN	CORIN
100517360	56980	ENSSSCG00000015243	ENSG00000170325	PRDM10	PRDM10
		ENSSSCG00000045641			
100038012	5819	ENSSSCG00000003090	ENSG00000130202		NECTIN2
102157932	149371	ENSSSCG00000010174	ENSG00000116903	EXOC8	EXOC8
100624475	83857	ENSSSCG00000027447	ENSG00000133687	TMTC1	TMTC1
		ENSSSCG00000044595			
100622852	65005	ENSSSCG00000028343	ENSG00000143436	MRPL9	MRPL9
100151968	9469	ENSSSCG00000023662	ENSG00000122863	CHST3	CHST3
100154559	221301	ENSSSCG00000004445	ENSG00000164451	CALHM4	CALHM4
100154009	6641	ENSSSCG00000005994	ENSG00000172164	SNTB1	SNTB1
100156182	23118	ENSSSCG00000004110	ENSG00000055208	TAB2	TAB2
100152635	64398	ENSSSCG00000002287	ENSG00000072415	PALS1	PALS1
100621805	134391	ENSSSCG00000014415	ENSG00000173250	GPR151	GPR151
		ENSSSCG00000038658			
		ENSSSCG00000037877			
100622320	57148	ENSSSCG00000007345	ENSG00000170471	RALGAPB	RALGAPB
100158017	9806	ENSSSCG00000010283	ENSG00000107742	SPOCK2	SPOCK2
100510995	147372	ENSSSCG00000004907	ENSG00000183287	CCBE1	CCBE1
100153343	51389	ENSSSCG00000004446	ENSG00000111832	RWDD1	RWDD1
	54596	ENSSSCG00000041859	ENSG00000240563		L1TD1
100519559	64328	ENSSSCG00000009276	ENSG00000132953	XPO4	XPO4
100621904	9682	ENSSSCG00000026449	ENSG00000066135	KDM4A	KDM4A
100621389	8359	ENSSSCG00000033566	ENSG00000278637		H4C1
100623454	147007	ENSSSCG00000040883	ENSG00000244045	TMEM199	TMEM199
		ENSSSCG00000042809			
	54596	ENSSSCG00000041640	ENSG00000240563		L1TD1
100737033	403277	ENSSSCG00000037831	ENSG00000206536		OR5K3
		ENSSSCG00000034018			
110259259	219537	ENSSSCG00000031163	ENSG00000214872		SMTNL1
100286777	79019	ENSSSCG00000035991	ENSG00000100162	CENPM	CENPM
100624593	2720	ENSSSCG00000024119	ENSG00000170266	GLB1	GLB1
733693	10864	ENSSSCG00000027796	ENSG00000137204	SLC22A7	SLC22A7
100624432	645832	ENSSSCG00000025748	ENSG00000274529	SEBOX	SEBOX
100520654	8237	ENSSSCG00000012273	ENSG00000102226	USP11	USP11
	26519	ENSSSCG00000039659	ENSG00000134809	TIMM10	TIMM10
100512607	79791	ENSSSCG00000002654	ENSG00000103264	FBXO31	FBXO31
100512074	84678	ENSSSCG00000029803	ENSG00000089094	KDM2B	KDM2B
		ENSSSCG00000046440			
		ENSSSCG00000047821			
		ENSSSCG00000046305			
100157866	56171	ENSSSCG00000032814	ENSG00000118997	DNAH7	DNAH7
106504077	23499	ENSSSCG00000003654	ENSG00000127603	MACF1	MACF1
106510608	9731	ENSSSCG00000003362	ENSG00000116198	CEP104	CEP104
100627920	23098	ENSSSCG00000030358	ENSG00000004139	SARM1	SARM1
100514094	115548	ENSSSCG00000022661	ENSG00000157107	FCHO2	FCHO2
100524947	338662	ENSSSCG00000015150	ENSG00000181518	OR8D4	OR8D4
		ENSSSCG00000025656			
		ENSSSCG00000044756			
100126835	334	ENSSSCG00000015244	ENSG00000084234	APLP2	APLP2
100525195	442721	ENSSSCG00000016605	ENSG00000170807	LMOD2	LMOD2
100512075	51008	ENSSSCG00000023130	ENSG00000138303	ASCC1	ASCC1
110259260	8501	ENSSSCG00000036359	ENSG00000149150	SLC43A1	SLC43A1
		ENSSSCG00000041506			
100153007	3998	ENSSSCG00000004908	ENSG00000074695	LMAN1	LMAN1
100521403		ENSSSCG00000011632	ENSG00000274810		NPHP3-ACAD11
100152418	27085	ENSSSCG00000005995	ENSG00000172167	MTBP	MTBP
100512733	55733	ENSSSCG00000015607	ENSG00000054392	HHAT	HHAT
110256563	643853	ENSSSCG00000037371	ENSG00000188167	TMPPE	TMPPE
100526164	55120	ENSSSCG00000008394	ENSG00000115392	FANCL	FANCL
	26048	ENSSSCG00000048144	ENSG00000103199		ZNF500
100525091	7712	ENSSSCG00000012272	ENSG00000147117	ZNF157	ZNF157
100156681	51382	ENSSSCG00000033278	ENSG00000100554	ATP6V1D	ATP6V1D
100415907	26524	ENSSSCG00000036326	ENSG00000150457	LATS2	LATS2
100153033	9262	ENSSSCG00000016067	ENSG00000081320	STK17B	STK17B
100628018	113235	ENSSSCG00000023478	ENSG00000076351	SLC46A1	SLC46A1
397644	4064	ENSSSCG00000016957	ENSG00000134061	CD180	CD180
100525811	146562	ENSSSCG00000007935	ENSG00000166246		DNAAF8
110256238		ENSSSCG00000047222	ENSG00000232535		OR5H8
110260624	115650	ENSSSCG00000039074	ENSG00000159958	TNFRSF13C	TNFRSF13C
100622574	10491	ENSSSCG00000039054	ENSG00000170275	CRTAP	CRTAP
		ENSSSCG00000039015	ENSG00000258984		UBE2F-SCLY
100154285	401262	ENSSSCG00000001672	ENSG00000146215	CRIP3	CRIP3
100512737	9058	ENSSSCG00000017763	ENSG00000007216	SLC13A2	SLC13A2
100737805	23353	ENSSSCG00000007544	ENSG00000164828	SUN1	SUN1
100518499	152518	ENSSSCG00000008816	ENSG00000170448	NFXL1	NFXL1
		ENSSSCG00000042355			
106510445		ENSSSCG00000002657	ENSG00000131152		
		ENSSSCG00000023415			
100154778	9666	ENSSSCG00000011940	ENSG00000198919	DZIP3	DZIP3
110259447	219981	ENSSSCG00000013132	ENSG00000172324		OR5A2
100515828	11189	ENSSSCG00000006618	ENSG00000159409	CELF3	CELF3
		ENSSSCG00000042240			
102163410	440829	ENSSSCG00000035755	ENSG00000234965	SHISA8	SHISA8
100523764	339302	ENSSSCG00000004909	ENSG00000166569	CPLX4	CPLX4
		ENSSSCG00000041397			
100623258	10284	ENSSSCG00000028865	ENSG00000150459	SAP18	SAP18
		ENSSSCG00000049203			
110257781	7592	ENSSSCG00000039997	ENSG00000147124	ZNF41	ZNF41
		ENSSSCG00000043735			
	54596	ENSSSCG00000038647	ENSG00000240563		L1TD1
100513190	142685	ENSSSCG00000016606	ENSG00000146809	ASB15	ASB15
100628183	390191	ENSSSCG00000046156	ENSG00000172362		OR5B12
100511443	84309	ENSSSCG00000035999	ENSG00000168101	NUDT16L1	NUDT16L1
100512535	341350	ENSSSCG00000000540	ENSG00000187950	OVCH1	OVCH1
100625164	8456	ENSSSCG00000017762	ENSG00000109101	FOXN1	FOXN1
		ENSSSCG00000049306			
		ENSSSCG00000051469			
100525119	219875	ENSSSCG00000015152	ENSG00000171014	OR4D5	OR4D5
		ENSSSCG00000044372			
100155019	119504	ENSSSCG00000037728	ENSG00000166295	ANAPC16	ANAPC16
110256562	26032	ENSSSCG00000039358	ENSG00000173705	SUSD5	SUSD5
641357	149685	ENSSSCG00000007346	ENSG00000182035	ADIG	ADIG
100515922	162333	ENSSSCG00000017299	ENSG00000173838	MARCHF10	MARCHF10
100738738	10090	ENSSSCG00000028974	ENSG00000111962	UST	UST
100525298	219874	ENSSSCG00000015153	ENSG00000181499	OR6T1	OR6T1
		ENSSSCG00000033056			
		ENSSSCG00000046215			
100153821	54541	ENSSSCG00000031888	ENSG00000168209	DDIT4	DDIT4
100157455	30062	ENSSSCG00000004910	ENSG00000134438	RAX	RAX
100625256	9094	ENSSSCG00000017761	ENSG00000109103	UNC119	UNC119
102165927	10452	ENSSSCG00000003089	ENSG00000130204	TOMM40	TOMM40
100152140	23446	ENSSSCG00000005425	ENSG00000070214	SLC44A1	SLC44A1
100623707	5295	ENSSSCG00000016958	ENSG00000145675	PIK3R1	PIK3R1
		ENSSSCG00000015154			
100511815	64779	ENSSSCG00000002660	ENSG00000103248	MTHFSD	MTHFSD
397601	369	ENSSSCG00000012275	ENSG00000078061	ARAF	ARAF
100511127	7444	ENSSSCG00000008395	ENSG00000028116	VRK2	VRK2
		ENSSSCG00000050744			
		ENSSSCG00000032036			
		ENSSSCG00000047728			
100517999	55201	ENSSSCG00000013884	ENSG00000130479	MAP1S	MAP1S
102166444	2922	ENSSSCG00000037300	ENSG00000134443	GRP	GRP
106508542	349667	ENSSSCG00000040919	ENSG00000186907	RTN4RL2	RTN4RL2
		ENSSSCG00000050477			
396675	6721	ENSSSCG00000026092	ENSG00000198911	SREBF2	SREBF2
100153348	28998	ENSSSCG00000005996	ENSG00000172172	MRPL13	MRPL13
100521277	5792	ENSSSCG00000035849	ENSG00000142949	PTPRF	PTPRF
106510450	2294	ENSSSCG00000038460	ENSG00000103241	FOXF1	FOXF1
100621890	259285	ENSSSCG00000021954	ENSG00000236398	TAS2R39	TAS2R39
100516106	9902	ENSSSCG00000017300	ENSG00000011028	MRC2	MRC2
100513357	1677	ENSSSCG00000021436	ENSG00000169598	DFFB	DFFB
		ENSSSCG00000048048			
100517013	140679	ENSSSCG00000007348	ENSG00000101438	SLC32A1	SLC32A1
		ENSSSCG00000039851			
100739087	9045	ENSSSCG00000029003	ENSG00000188846		RPL14
100625362	94005	ENSSSCG00000026706	ENSG00000087111	PIGS	PIGS
110256353	403277	ENSSSCG00000035813	ENSG00000206536		OR5K3
100522450	83478	ENSSSCG00000009229	ENSG00000138639	ARHGAP24	ARHGAP24
100156234	54788	ENSSSCG00000010288	ENSG00000148719	DNAJB12	DNAJB12
100155472	1965	ENSSSCG00000033295	ENSG00000134001	EIF2S1	EIF2S1
		ENSSSCG00000037407			
100511654	56256	ENSSSCG00000026404	ENSG00000082497	SERTAD4	SERTAD4
100153069	24149	ENSSSCG00000001667	ENSG00000171467	ZNF318	ZNF318
		ENSSSCG00000035997			
		ENSSSCG00000044352			
100621797	346517	ENSSSCG00000024155	ENSG00000225781	OR6V1	OR6V1
100156550	79913	ENSSSCG00000007349	ENSG00000101442	ACTR5	ACTR5
397366	1259	ENSSSCG00000038160	ENSG00000198515	CNGA1	CNGA1
100628053	25827	ENSSSCG00000039802	ENSG00000153558	FBXL2	FBXL2
100154260	284992	ENSSSCG00000016069	ENSG00000144395	CCDC150	CCDC150
100049682	23295	ENSSSCG00000007930	ENSG00000102858	MGRN1	MGRN1
		ENSSSCG00000050901			
110256771	80196	ENSSSCG00000037811	ENSG00000170633	RNF34	RNF34
100216310	6853	ENSSSCG00000012276	ENSG00000008056	SYN1	SYN1
100623356	221150	ENSSSCG00000028249	ENSG00000165480	SKA3	SKA3
		ENSSSCG00000043963			
		ENSSSCG00000043677			
100620388	390190	ENSSSCG00000031496	ENSG00000172365		OR5B2
100513476	339448	ENSSSCG00000031102	ENSG00000198912	C1orf174	C1orf174
110255790	78988	ENSSSCG00000031280	ENSG00000173141	MRPL57	MRPL57
396645	3394	ENSSSCG00000034980	ENSG00000140968	IRF8	IRF8
110259261	29015	ENSSSCG00000033998	ENSG00000134802	SLC43A3	SLC43A3
		ENSSSCG00000043498			
100516009	81609	ENSSSCG00000006619	ENSG00000143376	SNX27	SNX27
		ENSSSCG00000040797			
100524124	90701	ENSSSCG00000004912	ENSG00000166562	SEC11C	SEC11C
		ENSSSCG00000049068			
100525371	4698	ENSSSCG00000037869	ENSG00000128609	NDUFA5	NDUFA5
100520441	152519	ENSSSCG00000037950	ENSG00000163293	NIPAL1	NIPAL1
100154251	26499	ENSSSCG00000002290	ENSG00000100558	PLEK2	PLEK2
100155980	10367	ENSSSCG00000010289	ENSG00000107745	MICU1	MICU1
100519009	441608	ENSSSCG00000048530	ENSG00000172769	OR5B3	OR5B3
		ENSSSCG00000045684			
		ENSSSCG00000050377			
		ENSSSCG00000051613			
		ENSSSCG00000044871			
110260625	79879	ENSSSCG00000035565	ENSG00000100147	CCDC134	CCDC134
100512917	255928	ENSSSCG00000015610	ENSG00000143469	SYT14	SYT14
		ENSSSCG00000046785			
		ENSSSCG00000034367			
		ENSSSCG00000004911			
		ENSSSCG00000013880			
100517865	26051	ENSSSCG00000007350	ENSG00000101445	PPP1R16B	PPP1R16B
100152696	89845	ENSSSCG00000001680	ENSG00000124574	ABCC10	ABCC10
100517843	6768	ENSSSCG00000015246	ENSG00000149418	ST14	ST14
	51557	ENSSSCG00000004450	ENSG00000146166	LGSN	LGSN
396862	7076	ENSSSCG00000012277	ENSG00000102265	TIMP1	TIMP1
100623451	253832	ENSSSCG00000026744	ENSG00000180776	ZDHHC20	ZDHHC20
		ENSSSCG00000003655			
100152087	51433	ENSSSCG00000009814	ENSG00000089053	ANAPC5	ANAPC5
100171388	64924	ENSSSCG00000022430	ENSG00000145740	SLC30A5	SLC30A5
		ENSSSCG00000050970			
		ENSSSCG00000045496			
